🌍 100 European Tech Companies — Visa Sponsorship ,,,,,,,,,,,
 Countries: Germany · Netherlands · Sweden · Ireland · UK · Denmark · Finland · Spain · Poland · France · Switzerland · Belgium · Norway · Portugal ,,,,,,,,,,,
,,,,,,,,,,,
iZettle / PayPal Zettle,Sweden / Stockholm,Fintech / Payments,Swedish Work Permit,Yes,1 yr,"Java, Python, React, Node.js, AWS",€55k–€85k,https://www.paypal.com/us/webapps/mpp/jobs,https://www.linkedin.com/company/zettle,Yes,PayPal subsidiary. Stockholm eng. hub. International hiring regular.
Mojang (Minecraft),Sweden / Stockholm,Gaming,Swedish Work Permit,Limited,2 yrs,"Java, C++, C#, Python, Game Dev",€55k–€90k,https://www.minecraft.net/en-us/about-minecraft/jobs,https://www.linkedin.com/company/mojang,Yes,"Microsoft subsidiary. Dream job for game devs. Small eng. team, high impact."
Tobii,Sweden / Stockholm,Eye-Tracking / AI,Swedish Work Permit,Yes,1 yr,"C++, Python, ML/CV, Embedded, UX Eng.",€50k–€80k,https://www.tobii.com/career,https://www.linkedin.com/company/tobii,Yes,Unique tech (eye tracking). AI/CV roles. International team. Good visa support.
Epidemic Sound,Sweden / Stockholm,Music Tech / SaaS,Swedish Work Permit,Yes,1 yr,"Python, React, Go, ML, AWS",€55k–€85k,https://www.epidemicsound.com/careers/,https://www.linkedin.com/company/epidemic-sound,Yes,Fast-growing music platform. English-first. Good culture. Active sponsor.
Voi Technology,Sweden / Stockholm,Micro-Mobility,Swedish Work Permit,Yes,1 yr,"Python, Go, React, Data Eng., AWS",€50k–€80k,https://www.voiscooters.com/careers/,https://www.linkedin.com/company/voi-technology,Yes,E-scooter startup. International team. Actively hires engineers from abroad.
Google (EMEA HQ),Ireland / Dublin,Big Tech,Irish Critical Skills Permit,Yes,0 yrs,"Python, Go, Java, ML, Cloud, Data",€70k–€130k,https://careers.google.com,https://www.linkedin.com/company/google,Yes (premium),EMEA HQ in Dublin. Fast-track permit. Strong new-grad hiring. Dream employer.
Meta (EMEA HQ),Ireland / Dublin,Big Tech / Social,Irish Critical Skills Permit,Limited,2 yrs,"C++, Python, React, AI/ML, Distributed Systems",€70k–€130k,https://www.metacareers.com,https://www.linkedin.com/company/meta,Yes,Large EMEA eng. hub. AR/VR & AI roles. Strong visa sponsor.
LinkedIn (EMEA HQ),Ireland / Dublin,Professional Network,Irish Critical Skills Permit,Yes,0 yrs,"Python, Java, Scala, ML, Data Eng.",€65k–€110k,https://careers.linkedin.com,https://www.linkedin.com/company/linkedin,Yes,Microsoft subsidiary. Large Dublin eng. office. Excellent benefits.
Stripe (EMEA HQ),Ireland / Dublin,Fintech / Payments,Irish Critical Skills Permit,Limited,2 yrs,"Ruby, Java, Go, Python, Distributed Systems",€75k–€130k,https://stripe.com/jobs,https://www.linkedin.com/company/stripe,Yes,Very high bar. EMEA hub in Dublin. Excellent sponsor. High comp.
Workday,Ireland / Dublin,Enterprise SaaS,Irish Critical Skills Permit,Yes,0 yrs,"Java, Python, React, ML, Cloud",€60k–€100k,https://www.workday.com/en-us/company/careers/overview.html,https://www.linkedin.com/company/workday,Yes,Large Dublin R&D centre. Graduate roles available. Regular Critical Skills sponsor.
Salesforce,Ireland / Dublin,CRM / Cloud SaaS,Irish Critical Skills Permit,Yes,0 yrs,"Java, Python, Apex, JavaScript, Tableau",€60k–€100k,https://careers.salesforce.com,https://www.linkedin.com/company/salesforce,Yes,Salesforce Tower Dublin. Regular grad intake. Ohana culture.
HubSpot,Ireland / Dublin,Marketing SaaS,Irish Critical Skills Permit,Yes,0 yrs,"Python, Java, React, HubL, AWS",€55k–€95k,https://www.hubspot.com/careers,https://www.linkedin.com/company/hubspot,Yes,EMEA HQ Dublin. Strong grad hiring. Great culture (top employer rankings).
Indeed,Ireland / Dublin,Job Tech / HR,Irish Critical Skills Permit,Yes,0 yrs,"Python, Java, Scala, ML, Data Eng., React",€60k–€95k,https://www.indeed.com/cmp/Indeed/jobs,https://www.linkedin.com/company/indeed,Yes,EMEA HQ Dublin. Large eng. team. Consistent Critical Skills sponsor.
Intercom,Ireland / Dublin,Customer Messaging SaaS,Irish Critical Skills Permit,Yes,1 yr,"Ruby, React, Ember.js, Python, ML",€60k–€100k,https://www.intercom.com/careers,https://www.linkedin.com/company/intercom,Yes,Product-led eng. culture. Dublin HQ. Active sponsor. Good WLB.
Zendesk,Ireland / Dublin,Customer Support SaaS,Irish Critical Skills Permit,Limited,2 yrs,"Ruby, Python, React, Kafka, Kubernetes",€60k–€100k,https://www.zendesk.com/jobs/,https://www.linkedin.com/company/zendesk,Yes,Dublin EMEA HQ. Strong eng. team. Sponsors Critical Skills regularly.
,,,,,,,,,,,
More Lists are added in the startup bundle ,,,,,,,,,,,
,,,,,,,,,,,
Revolut,UK / London,Fintech / Banking,UK Skilled Worker Visa,Limited,2 yrs,"Python, Kotlin, Java, ML, React, Distributed Systems",€65k–€120k,https://www.revolut.com/careers/,https://www.linkedin.com/company/revolut,Yes,"Europe's top fintech. 12,000+ employees. Very international. Strong sponsor."
Wise (TransferWise),UK / London,Fintech / Payments,UK Skilled Worker Visa,Yes,1 yr,"Python, Java, Kotlin, React, Distributed Systems",€60k–€110k,https://www.wise.jobs,https://www.linkedin.com/company/wiseaccount,Yes,Founded by Estonians/Indians. Very international. Strong sponsor. Great culture.
Monzo,UK / London,Fintech / Banking,UK Skilled Worker Visa,Yes,0 yrs,"Go, Python, React, Kubernetes, Cassandra",€55k–€100k,https://monzo.com/careers/,https://www.linkedin.com/company/monzo-bank,Yes,Inclusive culture. Regular sponsor. Graduate track available. Popular with Indian engineers.
Darktrace,UK / Cambridge,Cybersecurity / AI,UK Skilled Worker Visa,Limited,2 yrs,"Python, C++, ML/AI, Cybersecurity, Go",€60k–€110k,https://www.darktrace.com/en/careers/,https://www.linkedin.com/company/darktrace,Yes,AI cybersecurity leader. High demand for AI/security engineers. Regular sponsor.
ARM Holdings,UK / Cambridge,Semiconductor / Chip Design,UK Skilled Worker Visa,Yes,0 yrs (grad),"C, C++, ARM Assembly, Python, VLSI, RISC",€60k–€110k,https://www.arm.com/company/careers,https://www.linkedin.com/company/arm,Yes,Designs chips in every smartphone. Graduate program. Strong Indian eng. community.
DeepMind (Google),UK / London,AI Research,UK Skilled Worker Visa,Limited,PhD preferred,"Python, ML, Reinforcement Learning, JAX",€80k–€150k,https://deepmind.google/about/careers/,https://www.linkedin.com/company/deepmind,Yes,World's top AI lab. Very high bar. London office. Regular sponsor.
Graphcore,UK / Bristol,AI Chip (IPU),UK Skilled Worker Visa,Limited,2 yrs,"C++, Python, ML Frameworks, Chip Design",€60k–€100k,https://www.graphcore.ai/careers,https://www.linkedin.com/company/graphcore,Yes,AI chip startup. Niche but excellent. Strong for ML/chip engineers.
Deliveroo,UK / London,Food Delivery Tech,UK Skilled Worker Visa,Yes,1 yr,"Python, Go, React, Kubernetes, AWS",€55k–€90k,https://careers.deliveroo.co.uk,https://www.linkedin.com/company/deliveroo,Yes,London HQ. International eng. team. Active sponsor. Good tech culture.
Babylon Health (now eMed),UK / London,Health Tech / AI,UK Skilled Worker Visa,Limited,2 yrs,"Python, ML, React, Node.js, Cloud",€60k–€100k,https://www.babylonhealth.com/en-us/careers,https://www.linkedin.com/company/babylon-health,Yes,AI health pioneer. Active Skilled Worker sponsor. London HQ.
Quantcast,UK / London,AdTech / ML,UK Skilled Worker Visa,Limited,2 yrs,"Python, Go, Scala, ML, Big Data",€65k–€100k,https://www.quantcast.com/careers,https://www.linkedin.com/company/quantcast,Yes,Programmatic advertising ML. London EMEA hub. Regular Skilled Worker sponsor.
Improbable,UK / London,Gaming / Simulation,UK Skilled Worker Visa,Limited,2 yrs,"C++, Go, Python, Distributed Systems, Unreal",€65k–€110k,https://www.improbable.io/careers,https://www.linkedin.com/company/improbable,Yes,Metaverse/simulation tech. SoftBank-backed. London. Active sponsor.
Novo Nordisk (IT),Denmark / Copenhagen,Pharma / Health Tech,DK Positive List / Pay Limit,Limited,2 yrs,"Python, Data Eng., Cloud, SAP",€55k–€85k,https://www.novonordisk.com/careers.html,https://www.linkedin.com/company/novo-nordisk,Yes,World's top pharma by market cap. Major IT transformation ongoing.
Maersk (Tech),Denmark / Copenhagen,Logistics Tech,DK Positive List Scheme,Yes,1 yr,"Python, Java, React, Azure, Kafka, ML",€55k–€80k,https://www.maersk.com/careers,https://www.linkedin.com/company/maersk-line,Yes,Massive digital transformation. SWEs and data scientists in high demand.
Trustpilot,Denmark / Copenhagen,SaaS / Reviews,DK Positive List Scheme,Yes,0 yrs,"Python, Go, React, AWS, Microservices",€50k–€80k,https://jobs.trustpilot.com,https://www.linkedin.com/company/trustpilot,Yes,English-first. Copenhagen & London. International eng. team. Active sponsor.
Unity Technologies,Denmark / Copenhagen,Game Engine / Dev Tools,DK Positive List Scheme,Yes,1 yr,"C#, C++, Python, OpenGL, Vulkan",€55k–€90k,https://careers.unity.com,https://www.linkedin.com/company/unity-technologies,Yes,Game engine behind 70% of mobile games. Copenhagen large hub. Sponsor.
Lunar (Neobank),Denmark / Aarhus,Fintech / Banking,DK Positive List Scheme,Yes,1 yr,"Kotlin, Swift, Python, React, AWS",€50k–€75k,https://www.lunarway.com/careers,https://www.linkedin.com/company/lunar-way,Yes,Growing Nordic neobank. Smaller team. English teams. Sponsor for tech roles.
Nokia,Finland / Espoo,Telecom / 5G,EU Blue Card (FI),Yes,0 yrs (grad),"C, C++, Python, 5G, Network, Cloud",€50k–€75k,https://www.nokia.com/careers/,https://www.linkedin.com/company/nokia,Yes,5G and telecom R&D giant. Large Indian community. Immigrant-friendly culture.
Wolt,Finland / Helsinki,Food Delivery Tech,EU Blue Card (FI),Yes,0 yrs,"Python, Kotlin, Go, React, AWS",€50k–€80k,https://careers.wolt.com,https://www.linkedin.com/company/wolt-oy,Yes,DoorDash subsidiary. Fast-growing EU. English-first. Relocates talent globally.
Supercell,Finland / Helsinki,Mobile Gaming,EU Blue Card (FI),Limited,3 yrs,"C++, Python, Lua, Game Design, Data",€65k–€110k,https://supercell.com/en/careers/,https://www.linkedin.com/company/supercell,Yes,Makers of Clash of Clans. Very high bar. Excellent comp. Finnish culture is inclusive.
Rovio (Angry Birds),Finland / Espoo,Mobile Gaming,EU Blue Card (FI),Yes,1 yr,"C++, C#, Unity, Python, Data Eng.",€50k–€80k,https://www.rovio.com/careers,https://www.linkedin.com/company/rovio-entertainment,Yes,SEGA subsidiary. Iconic games brand. International team. Good for game engineers.
F-Secure (WithSecure),Finland / Helsinki,Cybersecurity,EU Blue Card (FI),Limited,2 yrs,"Python, C++, Malware Analysis, ML",€50k–€80k,https://www.withsecure.com/en/jobs,https://www.linkedin.com/company/f-secure,Yes,Cybersecurity leader in Nordics. Sponsors Blue Card. English work culture.
Glovo,Spain / Barcelona,Quick Commerce,EU Blue Card (ES),Yes,0 yrs,"Python, Go, Kotlin, React, Kubernetes, GCP",€45k–€75k,https://jobs.glovoapp.com,https://www.linkedin.com/company/glovo,Yes,Barcelona = great lifestyle. International team. English OK. Active sponsor.
Typeform,Spain / Barcelona,SaaS / Forms,EU Blue Card (ES),Yes,0 yrs,"React, Node.js, Python, TypeScript, AWS",€50k–€80k,https://www.typeform.com/careers/,https://www.linkedin.com/company/typeform,Yes,Remote-friendly. Good culture. Strong product-engineering team. Blue Card sponsor.
Factorial HR,Spain / Barcelona,HR SaaS,EU Blue Card (ES),Yes,0 yrs,"Ruby on Rails, React, Python, AWS",€45k–€75k,https://factorialhr.com/careers,https://www.linkedin.com/company/factorial-hr,Yes,Fast-growing European HR startup. Barcelona. English teams. Active sponsor.
Schibsted,Spain / Barcelona,Media / Tech,EU Blue Card (ES),Yes,1 yr,"Scala, Python, React, Kafka, GCP",€50k–€80k,https://www.schibsted.com/careers/,https://www.linkedin.com/company/schibsted,Yes,Nordic media giant. Barcelona tech hub. International team. Sponsor.
Adevinta,Spain / Barcelona,Classified Ads Tech,EU Blue Card (ES),Yes,1 yr,"Scala, Python, React, Kafka, AWS",€50k–€80k,https://www.adevinta.com/about/careers/,https://www.linkedin.com/company/adevinta,Yes,Spun off from Schibsted. Global classifieds. Barcelona & Oslo HQ. Sponsor.
Allegro,Poland / Warsaw,E-Commerce,Polish Work Permit,Yes,0 yrs,"Java, Python, Scala, React, Kubernetes, GCP",€35k–€65k,https://allegro.pl/praca,https://www.linkedin.com/company/allegro,Yes,Largest Polish e-commerce. Fast-growing eng. team. English teams available.
CD Projekt Red,Poland / Warsaw,Gaming,Polish Work Permit,Limited,2 yrs,"C++, Unreal, C#, Python, Game Dev",€35k–€65k,https://www.cdprojekt.com/en/career/,https://www.linkedin.com/company/cd-projekt,Yes,Cyberpunk 2077 & Witcher makers. Passionate game engineers only.
Bolt (Taxify),Estonia/Poland / Warsaw,Ride-hailing Tech,Polish Work Permit / EU Blue Card,Yes,1 yr,"Python, Go, React, Kotlin, AWS",€40k–€70k,https://careers.bolt.eu,https://www.linkedin.com/company/bolt-technology,Yes,Fast-growing EU super-app. Offices in 45+ countries. Active sponsor.
Brainly,Poland / Kraków,EdTech,Polish Work Permit,Yes,0 yrs,"Python, React, Node.js, GraphQL, AWS",€35k–€60k,https://careers.brainly.com,https://www.linkedin.com/company/brainly,Yes,World's largest online learning community. Kraków HQ. English culture.
Allegro Pay / PayU,Poland / Poznań,Fintech,Polish Work Permit,Yes,1 yr,"Java, Python, React, Spring, AWS",€35k–€65k,https://corporate.payu.com/careers/,https://www.linkedin.com/company/payu,Yes,Naspers subsidiary. Fintech across EU & EM. Sponsor for tech roles.
Criteo,France / Paris,AdTech / ML,French Talent Passport / EU Blue Card,Limited,2 yrs,"Python, Scala, C++, ML, Big Data, Spark",€55k–€90k,https://www.criteo.com/careers/,https://www.linkedin.com/company/criteo,Yes,Programmatic ad-tech. Paris HQ. International eng. team. Active sponsor.
BlaBlaCar,France / Paris,Travel-tech,French Talent Passport,Yes,1 yr,"Python, Go, PHP, React, GCP",€50k–€85k,https://www.blablacar.com/blablacar-jobs,https://www.linkedin.com/company/blablacar,Yes,Europe's largest carpooling platform. Paris. International team. Sponsor.
Datadog,France / Paris,Monitoring / Observability,French Talent Passport / EU Blue Card,Limited,2 yrs,"Go, Python, Java, Kubernetes, Distributed Systems",€65k–€100k,https://www.datadoghq.com/careers/,https://www.linkedin.com/company/datadog,Yes,Fast-growing US-French hybrid. Paris large eng. hub. Active sponsor.
Deezer,France / Paris,Music Streaming,French Talent Passport,Yes,1 yr,"Python, PHP, React, ML, AWS",€45k–€75k,https://www.deezer.com/en/company/jobs,https://www.linkedin.com/company/deezer,Yes,Streaming rival to Spotify. Paris. International team. Sponsor.
OVHcloud,France / Roubaix,Cloud Infrastructure,French Talent Passport,Yes,1 yr,"Python, C, Golang, Linux, DevOps, Networking",€50k–€80k,https://www.ovhcloud.com/en/jobs/,https://www.linkedin.com/company/ovh,Yes,Europe's largest cloud provider. Strong infra & DevOps roles. Active sponsor.
Google Zurich,Switzerland / Zurich,Big Tech (Engineering Hub),Swiss Work Permit (L/B),Limited,3 yrs,"Python, C++, Go, ML, Distributed Systems",€100k–€160k,https://careers.google.com,https://www.linkedin.com/company/google,Yes (premium),Biggest Google office outside US. Highest pay in EU. Very high bar.
Nestlé (Tech),Switzerland / Lausanne,FMCG / Digital,Swiss Work Permit,Limited,3 yrs,"Python, Data Eng., SAP, Cloud, AI",€75k–€110k,https://www.nestle.com/jobs,https://www.linkedin.com/company/nestle-s-a,Yes,Large digital transformation. Global HQ in Lausanne. Data roles in demand.
Temenos,Switzerland / Geneva,Banking Software,Swiss Work Permit,Limited,3 yrs,"Java, .NET, Python, Banking APIs, Cloud",€70k–€105k,https://www.temenos.com/careers/,https://www.linkedin.com/company/temenos,Yes,Core banking software for 3000+ banks. Geneva HQ. Regular sponsor.
Zühlke Engineering,Switzerland / Zurich,Tech Consulting / Eng.,Swiss Work Permit,Limited,3 yrs,"Java, Python, C#, React, Embedded",€80k–€120k,https://www.zuehlke.com/en/careers,https://www.linkedin.com/company/zuehlke-group,Yes,Elite Swiss engineering firm. Very high comp. Sponsors for experienced eng.
Swisscom (Tech),Switzerland / Bern,Telecom / Cloud,Swiss Work Permit,Limited,3 yrs,"Python, Java, Go, Cloud, 5G, DevOps",€70k–€100k,https://careers.swisscom.ch,https://www.linkedin.com/company/swisscom,Yes,Swiss national telecom. Large tech division. Cloud & 5G roles. Sponsor.
Equinor (Tech),Norway / Stavanger,Energy Tech / Digital,Norwegian Skilled Worker Permit,Limited,3 yrs,"Python, C++, Data Eng., ML, Cloud, Subsurface",€70k–€105k,https://www.equinor.com/careers,https://www.linkedin.com/company/equinor,Yes,Energy tech + digital transformation. High salaries. Sponsor for tech.
